source_relative,target_relative,status
GB 31660.9-2019 食品安全国家标准 家禽可食性组织中乙氧酰胺苯甲酯残留量的测定 高效液相色谱法.md,GB 31660.9-2019 食品安全国家标准 家禽可食性组织中乙氧酰胺苯甲酯残留量的测定 高效液相色谱法.md,ok
GB 31661-2025 食品安全国家标准　调制肉制品生产卫生规范.md,GB 31661-2025 食品安全国家标准 调制肉制品生产卫生规范.md,ok
GB 31662-2025 食品安全国家标准 肿瘤全营养配方食品.md,GB 31662-2025 食品安全国家标准 肿瘤全营养配方食品.md,ok
GB 31663-2025 食品安全国家标准 铁路旅客列车餐饮服务卫生规范.md,GB 31663-2025 食品安全国家标准 铁路旅客列车餐饮服务卫生规范.md,ok
GB 31664-2025 食品安全国家标准 食品中3-氯丙醇酯和缩水甘油酯污染控制规范.md,GB 31664-2025 食品安全国家标准 食品中3-氯丙醇酯和缩水甘油酯污染控制规范.md,ok
GB 4479.1-2010 食品安全国家标准 食品添加剂 苋菜红.md,GB 4479.1-2010 食品安全国家标准 食品添加剂 苋菜红.md,ok
GB 4481.1-2010 食品安全国家标准 食品添加剂 柠檬黄.md,GB 4481.1-2010 食品安全国家标准 食品添加剂 柠檬黄.md,ok
GB 4481.2-2010 食品安全国家标准 食品添加剂 柠檬黄铝色淀.md,GB 4481.2-2010 食品安全国家标准 食品添加剂 柠檬黄铝色淀.md,ok
GB 4789.1-2016 食品安全国家标准 食品微生物学检验 总则.md,GB 4789.1-2016 食品安全国家标准 食品微生物学检验 总则.md,ok
GB 4789.10-2016 食品安全国家标准 食品微生物学检验 金黄色葡萄球菌检验.md,GB 4789.10-2016 食品安全国家标准 食品微生物学检验 金黄色葡萄球菌检验.md,ok
GB 4789.12-2016 食品安全国家标准 食品微生物学检验 肉毒梭菌及肉毒毒素检验.md,GB 4789.12-2016 食品安全国家标准 食品微生物学检验 肉毒梭菌及肉毒毒素检验.md,ok
GB 4789.12-2025 食品安全国家标准 食品微生物学检验 产肉毒毒素梭菌及肉毒毒素检验.md,GB 4789.12-2025 食品安全国家标准 食品微生物学检验 产肉毒毒素梭菌及肉毒毒素检验.md,ok
GB 4789.13-2012 食品安全国家标准 食品微生物学检验 产气荚膜梭菌检验.md,GB 4789.13-2012 食品安全国家标准 食品微生物学检验 产气荚膜梭菌检验.md,ok
GB 4789.15-2016 食品安全国家标准 食品微生物学检验  霉菌和酵母计数.md,GB 4789.15-2016 食品安全国家标准 食品微生物学检验 霉菌和酵母计数.md,ok
GB 4789.16-2016 食品安全国家标准 食品微生物学检验 常见产毒霉菌的形态学鉴定.md,GB 4789.16-2016 食品安全国家标准 食品微生物学检验 常见产毒霉菌的形态学鉴定.md,ok
GB 4789.17-2024 食品安全国家标准 食品微生物学检验 肉与肉制品采样和检样处理.md,GB 4789.17-2024 食品安全国家标准 食品微生物学检验 肉与肉制品采样和检样处理.md,ok
GB 4789.18-2024 食品安全国家标准 食品微生物学检验 乳与乳制品采样和检样处理.md,GB 4789.18-2024 食品安全国家标准 食品微生物学检验 乳与乳制品采样和检样处理.md,ok
GB 4789.19-2024 食品安全国家标准 食品微生物学检验 蛋与蛋制品采样和检样处理.md,GB 4789.19-2024 食品安全国家标准 食品微生物学检验 蛋与蛋制品采样和检样处理.md,ok
GB 4789.2-2010 食品安全国家标准 食品微生物学检验 菌落总数测定.md,GB 4789.2-2010 食品安全国家标准 食品微生物学检验 菌落总数测定.md,ok
GB 4789.2-2016 食品安全国家标准 食品微生物学检验 菌落总数测定.md,GB 4789.2-2016 食品安全国家标准 食品微生物学检验 菌落总数测定.md,ok
GB 4789.2-2022 食品安全国家标准 食品微生物学检验 菌落总数测定.md,GB 4789.2-2022 食品安全国家标准 食品微生物学检验 菌落总数测定.md,ok
GB 4789.20-2024 食品安全国家标准　食品微生物学检验　水产品及其制品采样和检样处理.md,GB 4789.20-2024 食品安全国家标准 食品微生物学检验 水产品及其制品采样和检样处理.md,ok
GB 4789.22-2024 食品安全国家标准 食品微生物学检验 调味品采样和检样处理.md,GB 4789.22-2024 食品安全国家标准 食品微生物学检验 调味品采样和检样处理.md,ok
GB 4789.23-2024 食品安全国家标准 食品微生物学检验 豆制品采样和检样处理.md,GB 4789.23-2024 食品安全国家标准 食品微生物学检验 豆制品采样和检样处理.md,ok
GB 4789.24-2024 食品安全国家标准 食品微生物学检验 糖果、巧克力和代可可脂巧克力及其制品、可可制品采样和检样处理.md,GB 4789.24-2024 食品安全国家标准 食品微生物学检验 糖果、巧克力和代可可脂巧克力及其制品、可可制品采样和检样处理.md,ok
GB 4789.25-2024 食品安全国家标准 食品微生物学检验 酒类、饮料、冷冻饮品采样和检样处理.md,GB 4789.25-2024 食品安全国家标准 食品微生物学检验 酒类、饮料、冷冻饮品采样和检样处理.md,ok
GB 4789.26-2013食品微生物学检验 商业无菌检验.md,GB 4789.26-2013 食品安全国家标准 食品微生物学检验 商业无菌检验.md,ok
GB 4789.26-2023 食品安全国家标准　食品微生物学检验　商业无菌检验.md,GB 4789.26-2023 食品安全国家标准 食品微生物学检验 商业无菌检验.md,ok
GB 4789.28-2024 食品安全国家标准　食品微生物学检验　培养基和试剂的质量要求.md,GB 4789.28-2024 食品安全国家标准 食品微生物学检验 培养基和试剂的质量要求.md,ok
GB 4789.28-203食品微生物学检验 培养基和试剂的质量要求.md,GB 4789.28-2013 食品安全国家标准 食品微生物学检验 培养基和试剂的质量要求.md,ok
GB 4789.29-2020 食品安全国家标准 食品微生物学检验 唐菖蒲伯克霍尔德氏菌（椰毒假单胞菌酵米面亚种）检验.md,GB 4789.29-2020 食品安全国家标准 食品微生物学检验 唐菖蒲伯克霍尔德氏菌（椰毒假单胞菌酵米面亚种）检验.md,ok
GB 4789.3-2016 食品安全国家标准 食品微生物学检验 大肠菌群计数.md,GB 4789.3-2016 食品安全国家标准 食品微生物学检验 大肠菌群计数.md,ok
GB 4789.3-2025 食品安全国家标准　食品微生物学检验　大肠菌群计数.md,GB 4789.3-2025 食品安全国家标准 食品微生物学检验 大肠菌群计数.md,ok
GB 4789.30-2016 食品安全国家标准 食品微生物学检验 单核细胞增生李斯特氏菌检验.md,GB 4789.30-2016 食品安全国家标准 食品微生物学检验 单核细胞增生李斯特氏菌检验.md,ok
GB 4789.30-2025 食品安全国家标准　食品微生物学检验　单核细胞增生李斯特氏菌检验.md,GB 4789.30-2025 食品安全国家标准 食品微生物学检验 单核细胞增生李斯特氏菌检验.md,ok
GB 4789.31-2013食品微生物学检验 沙门氏菌、志贺氏菌和致泻大肠埃希氏菌的肠杆菌科噬菌体诊断检验.md,GB 4789.31-2013 食品安全国家标准 食品微生物学检验 沙门氏菌、志贺氏菌和致泻大肠埃希氏菌的肠杆菌科噬菌体诊断检验.md,ok
GB 4789.33-2024 食品安全国家标准 食品微生物学检验 粮食制品采样和检样处理.md,GB 4789.33-2024 食品安全国家标准 食品微生物学检验 粮食制品采样和检样处理.md,ok
GB 4789.34-2012 食品安全国家标准 食品微生物学检验 双歧杆菌的鉴定.md,GB 4789.34-2012 食品安全国家标准 食品微生物学检验 双歧杆菌的鉴定.md,ok
GB 4789.34-2016 食品安全国家标准 食品微生物学检验 双歧杆菌检验.md,GB 4789.34-2016 食品安全国家标准 食品微生物学检验 双歧杆菌检验.md,ok
GB 4789.35-2016 食品安全国家标准 食品微生物学检验 乳酸菌检验.md,GB 4789.35-2016 食品安全国家标准 食品微生物学检验 乳酸菌检验.md,ok
GB 4789.35-2023食品安全国家标准 食品微生物学检验 乳酸菌检验.md,GB 4789.35-2023 食品安全国家标准 食品微生物学检验 乳酸菌检验.md,ok
GB 4789.36-2016 食品安全国家标准 食品微生物学检验 大肠埃希氏菌O157H7NM检验.md,GB 4789.36-2016 食品安全国家标准 食品微生物学检验 大肠埃希氏菌O157H7NM检验.md,ok
GB 4789.38-2012 食品安全国家标准 食品微生物检验  大肠埃希氏菌计数.md,GB 4789.38-2012 食品安全国家标准 食品微生物检验 大肠埃希氏菌计数.md,ok
GB 4789.38-2025 食品安全国家标准　食品微生物学检验　大肠埃希氏菌计数.md,GB 4789.38-2025 食品安全国家标准 食品微生物学检验 大肠埃希氏菌计数.md,ok
GB 4789.39-2013食品微生物学检验 粪大肠菌群计数.md,GB 4789.39-2013 食品安全国家标准 食品微生物学检验 粪大肠菌群计数.md,ok
GB 4789.4-2016 食品安全国家标准 食品微生物学检验 沙门氏菌检验.md,GB 4789.4-2016 食品安全国家标准 食品微生物学检验 沙门氏菌检验.md,ok
GB 4789.4-2024 食品安全国家标准 食品微生物学检验 沙门氏菌检验.md,GB 4789.4-2024 食品安全国家标准 食品微生物学检验 沙门氏菌检验.md,ok
GB 4789.40-2016 食品安全国家标准 食品微生物学检验 克罗诺杆菌属（阪崎肠杆菌）检验.md,GB 4789.40-2016 食品安全国家标准 食品微生物学检验 克罗诺杆菌属（阪崎肠杆菌）检验.md,ok
GB 4789.40-2024 食品安全国家标准　食品微生物学检验　克罗诺杆菌检验.md,GB 4789.40-2024 食品安全国家标准 食品微生物学检验 克罗诺杆菌检验.md,ok
GB 4789.41-2016食品安全国家标准 食品微生物学检验 肠杆菌科检验.md,GB 4789.41-2016 食品安全国家标准 食品微生物学检验 肠杆菌科检验.md,ok
GB 4789.42-2016  食品安全国家标准  食品微生物学检验  诺如病毒检验.md,GB 4789.42-2016 食品安全国家标准 食品微生物学检验 诺如病毒检验.md,ok
GB 4789.42-2025 食品安全国家标准　食品微生物学检验　诺如病毒检验.md,GB 4789.42-2025 食品安全国家标准 食品微生物学检验 诺如病毒检验.md,ok
GB 4789.43-2016 食品安全国家标准 食品微生物学检验 微生物源酶制剂抗菌活性的测定.md,GB 4789.43-2016 食品安全国家标准 食品微生物学检验 微生物源酶制剂抗菌活性的测定.md,ok
GB 4789.44-2020 食品安全国家标准 食品微生物学检验 创伤弧菌检验.md,GB 4789.44-2020 食品安全国家标准 食品微生物学检验 创伤弧菌检验.md,ok
GB 4789.45-2023食品安全国家标准 微生物检验方法验证通则.md,GB 4789.45-2023 食品安全国家标准 微生物检验方法验证通则.md,ok
GB 4789.46-2024 食品安全国家标准 食品微生物学检验 生鲜果蔬及其制品、食用菌制品、坚果与籽类食品采样和检样处理.md,GB 4789.46-2024 食品安全国家标准 食品微生物学检验 生鲜果蔬及其制品、食用菌制品、坚果与籽类食品采样和检样处理.md,ok
GB 4789.47-2024 食品安全国家标准 食品微生物学检验 食用油脂制品采样和检样处理.md,GB 4789.47-2024 食品安全国家标准 食品微生物学检验 食用油脂制品采样和检样处理.md,ok
GB 4789.48-2024 食品安全国家标准 食品微生物学检验 蜂产品采样和检样处理.md,GB 4789.48-2024 食品安全国家标准 食品微生物学检验 蜂产品采样和检样处理.md,ok
GB 4789.49-2024 食品安全国家标准 食品微生物学检验 产志贺毒素大肠埃希氏菌检验.md,GB 4789.49-2024 食品安全国家标准 食品微生物学检验 产志贺毒素大肠埃希氏菌检验.md,ok
GB 4789.5-2012 食品安全国家标准 食品微生物学检验 志贺氏菌检验.md,GB 4789.5-2012 食品安全国家标准 食品微生物学检验 志贺氏菌检验.md,ok
GB 4789.6-2016 食品安全国家标准 食品微生物学检验 致泻大肠埃希氏菌检验.md,GB 4789.6-2016 食品安全国家标准 食品微生物学检验 致泻大肠埃希氏菌检验.md,ok
GB 4789.7-2013食品微生物学检验 副溶血性弧菌检验.md,GB 4789.7-2013 食品安全国家标准 食品微生物学检验 副溶血性弧菌检验.md,ok
GB 4789.8-2016 食品安全国家标准 食品微生物学检验 小肠结肠炎耶尔森氏菌检验.md,GB 4789.8-2016 食品安全国家标准 食品微生物学检验 小肠结肠炎耶尔森氏菌检验.md,ok
GB 4789.9-2025 食品安全国家标准 食品微生物学检验 空肠弯曲菌和结肠弯曲菌检验.md,GB 4789.9-2025 食品安全国家标准 食品微生物学检验 空肠弯曲菌和结肠弯曲菌检验.md,ok
GB 47891-2010 食品安全国家标准 食品微生物学检验 总则.md,GB 47891-2010 食品安全国家标准 食品微生物学检验 总则.md,ok
GB 478910-2010 食品安全国家标准 食品微生物学检验 金黄色葡萄球菌检验.md,GB 478910-2010 食品安全国家标准 食品微生物学检验 金黄色葡萄球菌检验.md,ok
GB 478915-2010 食品安全国家标准 食品微生物学检验 霉菌和酵母计数.md,GB 478915-2010 食品安全国家标准 食品微生物学检验 霉菌和酵母计数.md,ok
GB 478918-2010 食品安全国家标准 食品微生物学检验 乳与乳制品检验.md,GB 478918-2010 食品安全国家标准 食品微生物学检验 乳与乳制品检验.md,ok
GB 47893-2010 食品安全国家标准 食品微生物学检验 大肠菌群计数.md,GB 47893-2010 食品安全国家标准 食品微生物学检验 大肠菌群计数.md,ok
GB 478930-2010 食品安全国家标准 食品微生物学检验单核细胞增生李斯特氏菌检验.md,GB 478930-2010 食品安全国家标准 食品微生物学检验单核细胞增生李斯特氏菌检验.md,ok
GB 478935-2010 食品安全国家标准 食品微生物学检验 乳酸菌检验.md,GB 478935-2010 食品安全国家标准 食品微生物学检验 乳酸菌检验.md,ok
GB 47894-2010 食品安全国家标准 食品微生物学检验沙门氏菌检验.md,GB 47894-2010 食品安全国家标准 食品微生物学检验沙门氏菌检验.md,ok
GB 478940-2010 食品安全国家标准 食品微生物学检验 阪崎肠杆菌检验.md,GB 478940-2010 食品安全国家标准 食品微生物学检验 阪崎肠杆菌检验.md,ok
GB 4806.1-2016 食品安全国家标准  食品接触材料及制品通用安全要求.md,GB 4806.1-2016 食品安全国家标准 食品接触材料及制品通用安全要求.md,ok
GB 4806.10-2016 食品安全国家标准  食品接触用涂料及涂层.md,GB 4806.10-2016 食品安全国家标准 食品接触用涂料及涂层.md,ok
GB 4806.10-2025 食品安全国家标准 食品接触材料及制品用涂料及涂层.md,GB 4806.10-2025 食品安全国家标准 食品接触材料及制品用涂料及涂层.md,ok
GB 4806.11-2016 食品安全国家标准  食品接触用橡胶材料及制品.md,GB 4806.11-2016 食品安全国家标准 食品接触用橡胶材料及制品.md,ok
GB 4806.11-2023食品安全国家标准 食品接触用橡胶材料及制品.md,GB 4806.11-2023 食品安全国家标准 食品接触用橡胶材料及制品.md,ok
GB 4806.12-2022 食品安全国家标准 食品接触用竹木材料及制品.md,GB 4806.12-2022 食品安全国家标准 食品接触用竹木材料及制品.md,ok
